Chromosome1: Chr1 (1-230218)
Chromosome, Start, End,   D, Name, 
Chromosome2: Chr2 (1-813184)
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr13,434788,435915,gene-YMR083W,ADH3,Gene,ADH3,protein_coding,YMR083W
Chr13,442527,443381,gene-YMR087W,PDL32,Gene,PDL32,protein_coding,YMR087W
Chr13,490394,491992,gene-YMR110C,HFD1,Gene,HFD1,protein_coding,YMR110C
Chr13,494100,494495,gene-YMR112C,MED11,Gene,MED11,protein_coding,YMR112C
Chr13,507502,509280,gene-YMR120C,ADE17,Gene,ADE17,protein_coding,YMR120C
Chr13,520761,521789,gene-YMR126C,DLT1,Gene,DLT1,protein_coding,YMR126C
Chr13,532119,533027,gene-YMR130W,DPI35,Gene,DPI35,protein_coding,YMR130W
Chr13,538689,540056,gene-YMR135C,GID8,Gene,GID8,protein_coding,YMR135C
Chr13,553362,554390,gene-YMR144W,FDO1,Gene,FDO1,protein_coding,YMR144W
Chr13,554793,556475,gene-YMR145C,NDE1,Gene,NDE1,protein_coding,YMR145C
Chr13,559199,560812,gene-YMR147W,LDO45,Gene,LDO45,protein_coding,YMR147W
Chr13,560366,560812,gene-YMR148W,LDO16,Gene,LDO16,protein_coding,YMR148W
Chr13,578951,583921,gene-YMR162C,DNF3,Gene,DNF3,protein_coding,YMR162C
Chr13,599352,600872,gene-YMR169C,ALD3,Gene,ALD3,protein_coding,YMR169C
Chr13,601562,603082,gene-YMR170C,ALD2,Gene,ALD2,protein_coding,YMR170C
Chr13,608689,609981,gene-YMR173W,DDR48,Gene,DDR48,protein_coding,YMR173W
Chr13,628189,628785,gene-YMR184W,ADD37,Gene,ADD37,protein_coding,YMR184W
Chr13,665845,667044,gene-YMR201C,RAD14,Gene,RAD14,protein_coding,YMR201C
Chr13,689083,690510,gene-YMR211W,DML1,Gene,DML1,protein_coding,YMR211W
Chr13,746353,747729,gene-YMR238W,DFG5,Gene,DFG5,protein_coding,YMR238W
Chr13,770801,772558,gene-YMR250W,GAD1,Gene,GAD1,protein_coding,YMR250W
Chr13,778001,778567,gene-YMR255W,GFD1,Gene,GFD1,protein_coding,YMR255W
Chr13,808246,808317,gene-YNCM0036C,CDC65,Gene,CDC65,tRNA,YNCM0036C
Chr13,811233,813980,gene-YMR273C,ZDS1,Gene,ZDS1,protein_coding,YMR273C
Chr13,818827,819948,gene-YMR276W,DSK2,Gene,DSK2,protein_coding,YMR276W
Chr13,842436,845345,gene-YMR287C,DSS1,Gene,DSS1,protein_coding,YMR287C
Chr13,852630,854390,gene-YMR291W,TDA1,Gene,TDA1,protein_coding,YMR291W
Chr13,864412,865350,gene-YMR299C,DYN3,Gene,DYN3,protein_coding,YMR299C
Chr13,865559,867091,gene-YMR300C,ADE4,Gene,ADE4,protein_coding,YMR300C
Chr13,873291,874337,gene-YMR303C,ADH2,Gene,ADH2,protein_coding,YMR303C
Chr13,904825,905835,gene-YMR316W,DIA1,Gene,DIA1,protein_coding,YMR316W
Chr13,911061,912143,gene-YMR318C,ADH6,Gene,ADH6,protein_coding,YMR318C
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr14,11452,12129,gene-YNL335W,DDI2,Gene,DDI2,protein_coding,YNL335W
Chr14,16118,17248,gene-YNL331C,AAD14,Gene,AAD14,protein_coding,YNL331C
Chr14,18001,19302,gene-YNL330C,RPD3,Gene,RPD3,protein_coding,YNL330C
Chr14,22834,23274,gene-YNL328C,MDJ2,Gene,MDJ2,protein_coding,YNL328C
Chr14,44447,45214,gene-YNL314W,DAL82,Gene,DAL82,protein_coding,YNL314W
Chr14,84169,85815,gene-YNL291C,MID1,Gene,MID1,protein_coding,YNL291C
Chr14,145563,146615,gene-YNL264C,PDR17,Gene,PDR17,protein_coding,YNL264C
Chr14,158109,160373,gene-YNL258C,DSL1,Gene,DSL1,protein_coding,YNL258C
Chr14,172588,174315,gene-YNL251C,NRD1,Gene,NRD1,protein_coding,YNL251C
Chr14,175410,179348,gene-YNL250W,RAD50,Gene,RAD50,protein_coding,YNL250W
Chr14,215987,217042,gene-YNL231C,PDR16,Gene,PDR16,protein_coding,YNL231C
Chr14,234413,235714,gene-YNL220W,ADE12,Gene,ADE12,protein_coding,YNL220W
Chr14,247461,249809,gene-YNL212W,VID27,Gene,VID27,protein_coding,YNL212W
Chr14,280432,281505,gene-YNL191W,DUG3,Gene,DUG3,protein_coding,YNL191W
Chr14,305070,306980,gene-YNL176C,TDA7,Gene,TDA7,protein_coding,YNL176C
Chr14,308957,310057,gene-YNL173C,MDG1,Gene,MDG1,protein_coding,YNL173C
Chr14,316169,317671,gene-YNL169C,PSD1,Gene,PSD1,protein_coding,YNL169C
Chr14,325265,326320,gene-YNL164C,IBD2,Gene,IBD2,protein_coding,YNL164C
Chr14,381245,381391,gene-YNL130C-A,DGR1,Gene,DGR1,protein_coding,YNL130C-A
Chr14,402652,405564,gene-YNL118C,DCP2,Gene,DCP2,protein_coding,YNL118C
Chr14,408341,409909,gene-YNL116W,DMA2,Gene,DMA2,protein_coding,YNL116W
Chr14,413639,416281,gene-YNL112W,DBP2,Gene,DBP2,protein_coding,YNL112W
Chr14,470053,471102,gene-YNL084C,END3,Gene,END3,protein_coding,YNL084C
Chr14,505868,507097,gene-YNL064C,YDJ1,Gene,YDJ1,protein_coding,YNL064C
Chr14,508776,510212,gene-YNL062C,GCD10,Gene,GCD10,protein_coding,YNL062C
Chr14,555048,556832,gene-YNL039W,BDP1,Gene,BDP1,protein_coding,YNL039W
Chr14,557920,559002,gene-YNL037C,IDH1,Gene,IDH1,protein_coding,YNL037C
Chr14,593227,595347,gene-YNL021W,HDA1,Gene,HDA1,protein_coding,YNL021W
Chr14,614821,616083,gene-YNL009W,IDP3,Gene,IDP3,protein_coding,YNL009W
Chr14,627456,628616,gene-YNL001W,DOM34,Gene,DOM34,protein_coding,YNL001W
Chr14,674923,675876,gene-YNR027W,BUD17,Gene,BUD17,protein_coding,YNR027W
Chr14,695595,697484,gene-YNR038W,DBP6,Gene,DBP6,protein_coding,YNR038W
Chr14,701895,703085,gene-YNR043W,MVD1,Gene,MVD1,protein_coding,YNR043W
Chr14,755746,759099,gene-YNR067C,DSE4,Gene,DSE4,protein_coding,YNR067C
Chr14,765375,769376,gene-YNR070W,PDR18,Gene,PDR18,protein_coding,YNR070W
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr15,1647,2078,gene-YOL165C,AAD15,Gene,AAD15,protein_coding,YOL165C
Chr15,6175,8115,gene-YOL164W,BDS1,Gene,BDS1,protein_coding,YOL164W
Chr15,44938,45633,gene-YOL149W,DCP1,Gene,DCP1,protein_coding,YOL149W
Chr15,60383,61024,gene-YOL139C,CDC33,Gene,CDC33,protein_coding,YOL139C
Chr15,69376,70044,gene-YOL135C,MED7,Gene,MED7,protein_coding,YOL135C
Chr15,81787,82920,gene-YOL126C,MDH2,Gene,MDH2,protein_coding,YOL126C
Chr15,108258,108896,gene-YOL111C,MDY2,Gene,MDY2,protein_coding,YOL111C
Chr15,116396,117454,gene-YOL104C,NDJ1,Gene,NDJ1,protein_coding,YOL104C
Chr15,132725,135838,gene-YOL098C,SDD3,Gene,SDD3,protein_coding,YOL098C
Chr15,153912,154745,gene-YOL088C,MPD2,Gene,MPD2,protein_coding,YOL088C
Chr15,155287,158637,gene-YOL087C,DUF1,Gene,DUF1,protein_coding,YOL087C
Chr15,159548,160594,gene-YOL086C,ADH1,Gene,ADH1,protein_coding,YOL086C
Chr15,187024,189414,gene-YOL076W,MDM20,Gene,MDM20,protein_coding,YOL076W
Chr15,193832,194800,gene-YOL073C,DSC2,Gene,DSC2,protein_coding,YOL073C
Chr15,196507,196995,gene-YOL071W,SDH5,Gene,SDH5,protein_coding,YOL071W
Chr15,217126,218448,gene-YOL059W,GPD2,Gene,GPD2,protein_coding,YOL059W
Chr15,231570,231755,gene-YOL052C-A,DDR2,Gene,DDR2,protein_coding,YOL052C-A
Chr15,241614,242747,gene-YOL047C,LDS2,Gene,LDS2,protein_coding,YOL047C
Chr15,272003,273724,gene-YOL027C,MDM38,Gene,MDM38,protein_coding,YOL027C
Chr15,282421,285426,gene-YOL021C,DIS3,Gene,DIS3,protein_coding,YOL021C
Chr15,301380,303035,gene-YOL013C,HRD1,Gene,HRD1,protein_coding,YOL013C
Chr15,309324,310139,gene-YOL009C,MDM12,Gene,MDM12,protein_coding,YOL009C
Chr15,334509,337343,gene-YOR005C,DNL4,Gene,DNL4,protein_coding,YOR005C
Chr15,364369,366882,gene-YOR018W,ROD1,Gene,ROD1,protein_coding,YOR018W
Chr15,373710,375857,gene-YOR022C,DDL1,Gene,DDL1,protein_coding,YOR022C
Chr15,386825,388684,gene-YOR030W,DFG16,Gene,DFG16,protein_coding,YOR030W
Chr15,414459,415907,gene-YOR046C,DBP5,Gene,DBP5,protein_coding,YOR046C
Chr15,416347,417681,gene-YOR047C,STD1,Gene,STD1,protein_coding,YOR047C
Chr15,440390,441163,gene-YOR060C,SLD7,Gene,SLD7,protein_coding,YOR060C
Chr15,466675,467589,gene-YOR074C,CDC21,Gene,CDC21,protein_coding,YOR074C
Chr15,472725,473369,gene-YOR078W,BUD21,Gene,BUD21,protein_coding,YOR078W
Chr15,474594,476792,gene-YOR080W,DIA2,Gene,DIA2,protein_coding,YOR080W
Chr15,537570,538454,gene-YOR114W,DPI34,Gene,DPI34,protein_coding,YOR114W
Chr15,564476,566191,gene-YOR128C,ADE2,Gene,ADE2,protein_coding,YOR128C
Chr15,580250,581359,gene-YOR136W,IDH2,Gene,IDH2,protein_coding,YOR136W
Chr15,606607,608475,gene-YOR147W,MDM32,Gene,MDM32,protein_coding,YOR147W
Chr15,619840,624375,gene-YOR153W,PDR5,Gene,PDR5,protein_coding,YOR153W
Chr15,642741,643307,gene-YOR163W,DDP1,Gene,DDP1,protein_coding,YOR163W
Chr15,657264,658325,gene-YOR173W,DCS2,Gene,DCS2,protein_coding,YOR173W
Chr15,658747,659601,gene-YOR174W,MED4,Gene,MED4,protein_coding,YOR174W
Chr15,674352,675167,gene-YOR180C,DCI1,Gene,DCI1,protein_coding,YOR180C
Chr15,722911,724725,gene-YOR204W,DED1,Gene,DED1,protein_coding,YOR204W
Chr15,747525,748979,gene-YOR216C,RUD3,Gene,RUD3,protein_coding,YOR216C
Chr15,758330,759253,gene-YOR222W,ODC2,Gene,ODC2,protein_coding,YOR222W
Chr15,759782,760660,gene-YOR223W,DSC3,Gene,DSC3,protein_coding,YOR223W
Chr15,780906,781541,gene-YOR236W,DFR1,Gene,DFR1,protein_coding,YOR236W
Chr15,794076,795332,gene-YOR245C,DGA1,Gene,DGA1,protein_coding,YOR245C
Chr15,811008,811493,gene-YOR257W,CDC31,Gene,CDC31,protein_coding,YOR257W
Chr15,813984,815720,gene-YOR260W,GCD1,Gene,GCD1,protein_coding,YOR260W
Chr15,818866,820158,gene-YOR264W,DSE3,Gene,DSE3,protein_coding,YOR264W
Chr15,837674,838960,gene-YOR274W,MOD5,Gene,MOD5,protein_coding,YOR274W
Chr15,849635,850054,gene-YOR285W,RDL1,Gene,RDL1,protein_coding,YOR285W
Chr15,850280,850729,gene-YOR286W,RDL2,Gene,RDL2,protein_coding,YOR286W
Chr15,852121,853077,gene-YOR288C,MPD1,Gene,MPD1,protein_coding,YOR288C
Chr15,878435,880675,gene-YOR299W,BUD7,Gene,BUD7,protein_coding,YOR299W
Chr15,899056,899928,gene-YOR311C,DGK1,Gene,DGK1,protein_coding,YOR311C
Chr15,918606,921062,gene-YOR322C,LDB19,Gene,LDB19,protein_coding,YOR322C
Chr15,931803,936497,gene-YOR328W,PDR10,Gene,PDR10,protein_coding,YOR328W
Chr15,936731,939349,gene-YOR329C,SCD5,Gene,SCD5,protein_coding,YOR329C
Chr15,1005137,1006705,gene-YOR355W,GDS1,Gene,GDS1,protein_coding,YOR355W
Chr15,1013241,1014821,gene-YOR360C,PDE2,Gene,PDE2,protein_coding,YOR360C
Chr15,1026843,1028048,gene-YOR368W,RAD17,Gene,RAD17,protein_coding,YOR368W
Chr15,1034807,1036471,gene-YOR372C,NDD1,Gene,NDD1,protein_coding,YOR372C
Chr15,1036834,1039389,gene-YOR373W,NUD1,Gene,NUD1,protein_coding,YOR373W
Chr15,1039840,1041399,gene-YOR374W,ALD4,Gene,ALD4,protein_coding,YOR374W
Chr15,1041678,1043042,gene-YOR375C,GDH1,Gene,GDH1,protein_coding,YOR375C
Chr15,1051290,1052930,gene-YOR380W,RDR1,Gene,RDR1,protein_coding,YOR380W
Chr15,1071793,1072923,gene-YOR388C,FDH1,Gene,FDH1,protein_coding,YOR388C
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr16,30482,32803,gene-YPL270W,MDL2,Gene,MDL2,protein_coding,YPL270W
Chr16,39121,40077,gene-YPL266W,DIM1,Gene,DIM1,protein_coding,YPL266W
Chr16,41043,42869,gene-YPL265W,DIP5,Gene,DIP5,protein_coding,YPL265W
Chr16,84509,85297,gene-YPL246C,RBD2,Gene,RBD2,protein_coding,YPL246C
Chr16,179277,181115,gene-YPL194W,DDC1,Gene,DDC1,protein_coding,YPL194W
Chr16,228314,228772,gene-YPL170W,DAP1,Gene,DAP1,protein_coding,YPL170W
Chr16,246990,250262,gene-YPL160W,CDC60,Gene,CDC60,protein_coding,YPL160W
Chr16,261727,264192,gene-YPL153C,RAD53,Gene,RAD53,protein_coding,YPL153C
Chr16,265028,266104,gene-YPL152W,RRD2,Gene,RRD2,protein_coding,YPL152W
Chr16,298571,299503,gene-YPL134C,ODC1,Gene,ODC1,protein_coding,YPL134C
Chr16,299888,301228,gene-YPL133C,RDS2,Gene,RDS2,protein_coding,YPL133C
Chr16,324411,326264,gene-YPL119C,DBP1,Gene,DBP1,protein_coding,YPL119C
Chr16,327864,328730,gene-YPL117C,IDI1,Gene,IDI1,protein_coding,YPL117C
Chr16,341068,344739,gene-YPL110C,GDE1,Gene,GDE1,protein_coding,YPL110C
Chr16,345264,347389,gene-YPL109C,CQD1,Gene,CQD1,protein_coding,YPL109C
Chr16,349119,349865,gene-YPL107W,DPC25,Gene,DPC25,protein_coding,YPL107W
Chr16,355700,357676,gene-YPL104W,MSD1,Gene,MSD1,protein_coding,YPL104W
Chr16,383455,384408,gene-YPL087W,YDC1,Gene,YDC1,protein_coding,YPL087W
Chr16,432588,434090,gene-YPL061W,ALD6,Gene,ALD6,protein_coding,YPL061W
Chr16,445842,450377,gene-YPL058C,PDR12,Gene,PDR12,protein_coding,YPL058C
Chr16,462481,463839,gene-YPL049C,DIG1,Gene,DIG1,protein_coding,YPL049C
Chr16,481428,481901,gene-YPL037C,EGD1,Gene,EGD1,protein_coding,YPL037C
Chr16,506697,509999,gene-YPL022W,RAD1,Gene,RAD1,protein_coding,YPL022W
Chr16,558385,559935,gene-YPR002W,PDH1,Gene,PDH1,protein_coding,YPR002W
Chr16,593486,593917,gene-YPR017C,DSS4,Gene,DSS4,protein_coding,YPR017C
Chr16,603911,607312,gene-YPR022C,SDD4,Gene,SDD4,protein_coding,YPR022C
Chr16,675977,676882,gene-YPR061C,JID1,Gene,JID1,protein_coding,YPR061C
Chr16,685898,687598,gene-YPR070W,MED1,Gene,MED1,protein_coding,YPR070W
Chr16,704225,704656,gene-YPR082C,DIB1,Gene,DIB1,protein_coding,YPR082C
Chr16,704854,706593,gene-YPR083W,MDM36,Gene,MDM36,protein_coding,YPR083W
Chr16,720637,720960,gene-YPR094W,RDS3,Gene,RDS3,protein_coding,YPR094W
Chr16,744689,745573,gene-YPR109W,GLD1,Gene,GLD1,protein_coding,YPR109W
Chr16,747306,749000,gene-YPR111W,DBF20,Gene,DBF20,protein_coding,YPR111W
Chr16,749256,751919,gene-YPR112C,MRD1,Gene,MRD1,protein_coding,YPR112C
Chr16,792687,793736,gene-YPR129W,SCD6,Gene,SCD6,protein_coding,YPR129W
Chr16,841266,842669,gene-YPR157W,TDA6,Gene,TDA6,protein_coding,YPR157W
Chr16,850989,856257,gene-YPR158C-D,YPR158C-D,Gene, ,protein_coding,YPR158C-D
Chr16,888974,891043,gene-YPR175W,DPB2,Gene,DPB2,protein_coding,YPR175W
Chr16,893797,895764,gene-YPR179C,HDA3,Gene,HDA3,protein_coding,YPR179C
Chr16,900755,901558,gene-YPR183W,DPM1,Gene,DPM1,protein_coding,YPR183W
Chr16,902044,906654,gene-YPR184W,GDB1,Gene,GDB1,protein_coding,YPR184W
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
ChrM,68322,68396,gene-tD(GUC)Q,tD(GUC)Q,Gene, ,tRNA,tD(GUC)Q
